GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
26232	0.999925	6.75e-01	1.2857	0.41868	0.53827969	105.9	FBXO2	F-box protein 2
93611	0.999925	8.23e-01	0.7713	0.2237367	0.17257051	87.51	FBXO44	F-box protein 44
26270	0.999925	8.16e-01	0.8072	0.2326636	0.1878061	47.58	FBXO6	F-box protein 6
10459	0.999925	5.47e-01	0.4637	0.6028506	0.27952058	1078.6	MAD2L2	mitotic arrest deficient 2 like 2
57085	0.999925	2.56e-01	0.4501	1.1369308	0.51173466	683.02	AGTRAP	angiotensin II receptor associated protein
4524	0.999925	9.94e-01	0.3353	-0.0073823	-0.00247521	90.36	MTHFR	methylenetetrahydrofolate reductase
1185	0.999925	2.63e-01	0.2506	1.1187463	0.28038814	207.02	CLCN6	chloride voltage-gated channel 6
100379251	0.999925	3.80e-01	0.2833	0.8770193	0.24846969	31.96	NPPA-AS1	NPPA antisense RNA 1
90231	0.999925	5.27e-01	0.2033	0.6326381	0.12862012	696.55	KIAA2013	KIAA2013
5351	0.999925	5.15e-01	0.3879	0.6511643	0.25260739	1366.7	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
9927	0.999925	7.84e-01	0.1733	-0.2745678	-0.04757038	1314.41	MFN2	mitofusin 2
60672	0.999925	5.24e-01	0.3872	0.6366904	0.24651749	116.33	MIIP	migration and invasion inhibitory protein
55187	0.999925	6.52e-01	0.3249	-0.4505325	-0.14636226	770.59	VPS13D	vacuolar protein sorting 13 homolog D
9249	0.999925	8.56e-01	0.1463	0.1815544	0.02656814	1423.46	DHRS3	dehydrogenase/reductase 3
7799	0.999925	6.53e-01	0.1108	-0.4495392	-0.04981633	610.31	PRDM2	PR/SET domain 2
23254	0.999925	5.49e-01	0.5243	0.598824	0.31394338	216.7	KAZN	kazrin, periplakin interacting protein
200197	0.999925	2.59e-01	0.217	1.1287956	0.24491605	77.27	TMEM51-AS1	TMEM51 antisense RNA 1
55092	0.999925	7.43e-01	0.1888	0.3285365	0.06202162	492.06	TMEM51	transmembrane protein 51
114827	0.999925	9.75e-01	0.8644	-0.0316469	-0.02735468	40.44	FHAD1	forkhead associated phosphopeptide binding domain 1
79180	0.999925	5.10e-01	0.6399	0.6587059	0.42148783	3994.92	EFHD2	EF-hand domain family member D2
842	0.999925	8.94e-01	0.3967	-0.1333905	-0.05291721	74.09	CASP9	caspase 9
23341	0.999925	8.86e-01	0.2017	-0.1428631	-0.02881914	323.45	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
79814	0.999925	8.27e-01	1.2936	-0.2182485	-0.28231898	45.48	AGMAT	agmatinase
84301	0.999925	6.71e-01	0.2296	-0.4252638	-0.09765064	257.1	DDI2	DNA damage inducible 1 homolog 2
6248	0.999925	6.08e-01	0.2487	-0.5127086	-0.12751245	65.89	RSC1A1	regulator of solute carriers 1
23207	0.999925	7.92e-01	0.2817	0.2632912	0.07416533	591.94	PLEKHM2	pleckstrin homology and RUN domain containing M2
54751	0.999925	9.67e-01	0.307	0.0411598	0.01263491	886.99	FBLIM1	filamin binding LIM protein 1
440567	0.999925	4.98e-01	0.3026	-0.6773629	-0.20495972	152.99	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like
729614	0.999925	1.95e-01	0.1931	-1.2971494	-0.25045601	75.53	SPEN-AS1	SPEN antisense RNA 1
23013	0.999925	9.14e-02	0.2237	1.6881371	0.37766506	1480.1	SPEN	spen family transcriptional repressor
7709	0.999925	7.28e-01	0.1702	0.3473916	0.05910939	194.97	ZBTB17	zinc finger and BTB domain containing 17
1969	0.999925	2.84e-01	0.4009	1.0711826	0.42946161	327.76	EPHA2	EPH receptor A2
101927479	0.999925	7.38e-01	0.3681	-0.3338448	-0.12287606	23.66	EPHA2-AS1	EPHA2 antisense RNA 1
128272	0.999925	2.75e-01	0.3453	1.0922705	0.37718552	147.36	ARHGEF19	Rho guanine nucleotide exchange factor 19
101927546	0.999925	1.43e-01	0.2736	1.4642033	0.40060105	69.19	ANO7L1	anoctamin 7 like 1 (pseudogene)
54455	0.999925	3.97e-01	0.1336	0.8468152	0.11309987	392.32	FBXO42	F-box protein 42
26099	0.999925	6.48e-01	0.2896	0.4571152	0.13236194	1108.26	SZRD1	SUZ RNA binding domain containing 1
374955	0.999925	6.38e-01	0.2957	0.4711435	0.13929546	355.2	SPATA21	spermatogenesis associated 21
55707	0.999925	9.12e-01	0.174	0.1101075	0.01915942	330.73	NECAP2	NECAP endocytosis associated 2
26871	0.999925	5.21e-01	0.5315	-0.6417602	-0.34111692	28.82	RNU1-1	RNA, U1 small nuclear 1
55672	0.999925	7.01e-01	0.3223	-0.3840631	-0.12379903	164.07	NBPF1	NBPF member 1
105376794	0.999925	4.69e-01	0.2518	-0.7247047	-0.18250219	50.55	LOC105376794	
84809	0.999925	5.25e-01	0.2819	-0.6358101	-0.17922588	30.81	CROCCP2	CROCC pseudogene 2
26869	0.999925	5.14e-01	0.5132	-0.6521122	-0.33463676	28.97	RNU1-3	RNA, U1 small nuclear 3
6060	0.999925	3.74e-01	0.521	-0.8897447	-0.46355432	29.99	RNU1-4	RNA, U1 small nuclear 4
105376805	0.999925	6.17e-01	0.6882	0.4995403	0.34376466	267.19	LOC105376805	uncharacterized LOC105376805
26870	0.999925	3.45e-01	0.5289	-0.9435522	-0.49904425	29.49	RNU1-2	RNA, U1 small nuclear 2
23400	0.999925	9.76e-01	0.3973	-0.0302933	-0.01203408	316.09	ATP13A2	ATPase cation transporting 13A2
6390	0.999925	7.89e-01	0.1821	-0.2681917	-0.04883842	3178.72	SDHB	succinate dehydrogenase complex iron sulfur subunit B
11240	0.999925	1.73e-01	1.5326	1.3619201	2.08727818	46.16	PADI2	peptidyl arginine deiminase 2
29943	0.999925	9.79e-01	0.8704	0.0264933	0.02305873	27.84	PADI1	peptidyl arginine deiminase 1
51702	0.999925	6.01e-01	1.0149	0.523108	0.53090748	420.5	PADI3	peptidyl arginine deiminase 3
55920	0.999925	1.03e-01	0.1731	1.6282792	0.28177958	2388.1	RCC2	regulator of chromosome condensation 2
55160	0.999925	3.60e-01	0.341	-0.9150332	-0.31203656	159.77	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
8659	0.999925	5.56e-01	0.4288	-0.5881687	-0.25219697	260.98	ALDH4A1	aldehyde dehydrogenase 4 family member A1
126917	0.999925	7.47e-01	0.3062	0.3226633	0.0988133	159.75	IFFO2	intermediate filament family orphan 2
23352	0.999925	1.37e-01	0.1672	1.4881873	0.24875621	1824.88	UBR4	ubiquitin protein ligase E3 component n-recognin 4
23065	0.999925	4.43e-01	0.2294	0.7668345	0.17592637	493.33	EMC1	ER membrane protein complex subunit 1
51154	0.999925	9.13e-01	0.313	-0.1097544	-0.03435131	315.55	MRTO4	MRT4 homolog, ribosome maturation factor
100506730	0.999925	7.96e-01	0.3195	0.2587217	0.0826654	85.61	LOC100506730	uncharacterized LOC100506730
8574	0.999925	8.48e-01	0.2531	0.1919806	0.04859323	1089.72	AKR7A2	aldo-keto reductase family 7 member A2
54896	0.999925	9.58e-01	0.2889	0.0524349	0.01514673	87.12	SLC66A1	solute carrier family 66 member 1
832	0.999925	5.33e-01	0.1694	0.6236429	0.10564916	2036.62	CAPZB	capping actin protein of muscle Z-line subunit beta
440574	0.999925	1.64e-01	0.3314	-1.3915818	-0.46110299	263.26	MICOS10	mitochondrial contact site and cristae organizing system subunit 10
100532736	0.999925	6.61e-01	0.3658	-0.4386279	-0.16044201	344.47	MICOS10-NBL1	MICOS10-NBL1 readthrough
4681	0.999925	7.27e-01	0.3908	-0.3490414	-0.13639505	334.21	NBL1	NBL1, DAN family BMP antagonist
255104	0.999925	7.30e-01	0.2078	0.3446876	0.07162718	171.6	TMCO4	transmembrane and coiled-coil domains 4
23252	0.999925	6.54e-01	0.3804	-0.4483456	-0.17056403	50.69	OTUD3	OTU deubiquitinase 3
5320	0.999925	3.14e-01	1.0657	1.0061419	1.07223002	70.41	PLA2G2A	phospholipase A2 group IIA
55450	0.999925	8.20e-01	0.521	-0.2279642	-0.11875927	1550.07	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1
79594	0.999925	8.20e-01	0.2552	0.227152	0.05796764	375.57	MUL1	mitochondrial E3 ubiquitin protein ligase 1
978	0.999925	5.63e-01	0.9293	-0.578401	-0.53747943	1224.11	CDA	cytidine deaminase
65018	0.999925	3.97e-01	0.4577	-0.8476808	-0.3879538	205.52	PINK1	PTEN induced kinase 1
100861548	0.999925	2.43e-01	0.347	-1.1687256	-0.40559957	177.59	PINK1-AS	PINK1 antisense RNA
1650	0.999925	8.36e-01	0.2725	0.207021	0.05642334	4198	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
112268222	0.999925	4.52e-01	0.1771	-0.7515464	-0.13307181	653.05	LOC112268222	
50809	0.999925	7.23e-01	0.1488	-0.3547599	-0.0527772	1941.09	HP1BP3	heterochromatin protein 1 binding protein 3
8672	0.999925	5.32e-01	0.2016	0.6241949	0.12586092	946.01	EIF4G3	eukaryotic translation initiation factor 4 gamma 3
1889	0.999925	4.39e-01	0.2951	0.7736162	0.2282915	504.92	ECE1	endothelin converting enzyme 1
84224	0.999925	9.73e-01	0.335	0.034128	0.01143436	81.94	NBPF3	NBPF member 3
5909	0.999925	8.89e-01	0.513	-0.1393846	-0.07150219	130.64	RAP1GAP	RAP1 GTPase activating protein
84196	0.999925	5.83e-01	0.2875	-0.5491293	-0.15788433	551.56	USP48	ubiquitin specific peptidase 48
401944	0.999925	1.38e-01	0.3784	1.4826083	0.56098761	68.38	LDLRAD2	low density lipoprotein receptor class A domain containing 2
3339	0.999925	1.00e-01	0.3234	1.6449415	0.53202924	566.16	HSPG2	heparan sulfate proteoglycan 2
29092	0.999925	8.22e-01	0.2188	-0.224814	-0.04919583	321.76	LINC00339	long intergenic non-protein coding RNA 339
998	0.999925	9.38e-01	0.2404	-0.0773768	-0.01860288	4765.39	CDC42	cell division cycle 42
54361	0.999925	6.12e-01	0.3654	-0.5073672	-0.18541176	120.36	WNT4	Wnt family member 4
9923	0.999925	5.29e-01	0.2149	-0.6292613	-0.13523143	232.95	ZBTB40	zinc finger and BTB domain containing 40
2048	0.999925	8.59e-01	0.2915	-0.177802	-0.05182913	595.9	EPHB2	EPH receptor B2
23028	0.999925	6.73e-02	0.1268	-1.8299173	-0.23203758	2051.24	KDM1A	lysine demethylase 1A
7798	0.999925	6.24e-01	0.0972	0.4908515	0.04773112	762.57	LUZP1	leucine zipper protein 1
3352	0.999925	2.35e-01	0.6144	1.1883489	0.7300867	43.68	HTR1D	5-hydroxytryptamine receptor 1D
100996511	0.999925	8.68e-01	0.6923	-0.1664035	-0.11520377	26.53	LINC01355	long intergenic non-protein coding RNA 1355
10236	0.999925	7.43e-02	0.1816	-1.7850168	-0.3242292	1370.29	HNRNPR	heterogeneous nuclear ribonucleoprotein R
80818	0.999925	9.86e-01	0.292	-0.0173938	-0.00507818	518.02	ZNF436	zinc finger protein 436
148898	0.999925	6.46e-01	0.4636	0.4600209	0.21325234	27.64	ZNF436-AS1	ZNF436 antisense RNA 1
6920	0.999925	9.90e-01	1.4322	-0.0124906	-0.01788869	353.41	TCEA3	transcription elongation factor A3
55616	0.999925	4.32e-01	0.5973	-0.7853536	-0.4691049	354.82	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
1870	0.999925	7.67e-01	0.3312	-0.296148	-0.09807763	322.71	E2F2	E2F transcription factor 2
105376859	0.999925	7.67e-01	0.4242	-0.2961494	-0.12561355	27.62	LOC105376859	uncharacterized LOC105376859
3399	0.999925	4.04e-01	0.6468	-0.8350759	-0.54008703	3663.68	ID3	inhibitor of DNA binding 3
6135	0.999925	1.28e-01	0.1883	-1.5209112	-0.28644095	6795.77	RPL11	ribosomal protein L11
6924	0.999925	9.97e-01	0.1236	-0.0036813	-0.00045497	1205.4	ELOA	elongin A
100506963	0.999925	5.91e-01	0.2465	-0.5372772	-0.13243876	67.35	ELOA-AS1	ELOA antisense RNA 1
57095	0.999925	2.61e-01	0.2197	-1.1242942	-0.24697647	204.09	PITHD1	PITH domain containing 1
105376860	0.999925	9.77e-01	0.2518	0.0293755	0.00739773	44.5	LOC105376860	uncharacterized LOC105376860
11313	0.999925	7.49e-01	0.2976	0.3200316	0.0952518	739.1	LYPLA2	lysophospholipase 2
2582	0.999925	5.83e-01	0.2961	0.5483701	0.16236976	220.96	GALE	UDP-galactose-4-epimerase
3155	0.999925	8.20e-01	0.3215	0.227631	0.07318338	379.17	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase
2517	0.999925	3.49e-01	0.3669	0.9358003	0.34335668	256.2	FUCA1	alpha-L-fucosidase 1
55629	0.999925	4.12e-01	0.3442	-0.8203951	-0.28241064	768.49	PNRC2	proline rich nuclear receptor coactivator 2
10772	0.999925	3.59e-01	0.2872	-0.9164259	-0.263194	1192.21	SRSF10	serine and arginine rich splicing factor 10
58985	0.999925	5.74e-01	0.3037	0.562703	0.17090174	91.76	IL22RA1	interleukin 22 receptor subunit alpha 1
163702	0.999925	3.10e-01	0.2876	1.0152811	0.29199454	128.3	IFNLR1	interferon lambda receptor 1
57822	0.999925	4.40e-01	0.3429	0.7718294	0.26466647	421.13	GRHL3	grainyhead like transcription factor 3
90529	0.999925	9.49e-01	0.1921	0.063894	0.01227133	228.05	STPG1	sperm tail PG-rich repeat containing 1
57185	0.999925	4.00e-01	0.1608	0.8425053	0.13545822	535.63	NIPAL3	NIPA like domain containing 3
11123	0.999925	7.95e-01	0.2704	-0.2599587	-0.07029914	768.95	RCAN3	RCAN family member 3
100506985	0.999925	7.51e-01	0.3452	-0.3179354	-0.10975225	25.87	NCMAP-DT	NCMAP divergent transcript
10250	0.999925	2.36e-01	0.2113	1.1848891	0.2503434	1668.53	SRRM1	serine and arginine repetitive matrix 1
25932	0.999925	7.99e-01	0.3269	-0.254005	-0.08304521	2091.24	CLIC4	chloride intracellular channel 4
25949	0.999925	1.70e-01	0.2622	-1.3730604	-0.36004679	331.51	SYF2	SYF2 pre-mRNA splicing factor
57035	0.999925	7.64e-01	0.2893	0.3008339	0.08702012	148.46	RSRP1	arginine and serine rich protein 1
23585	0.999925	2.61e-01	0.1609	-1.1236309	-0.18076609	607.38	TMEM50A	transmembrane protein 50A
6006	0.999925	3.22e-01	0.1542	-0.9912349	-0.15287001	418.65	RHCE	Rh blood group CcEe antigens
55219	0.999925	1.11e-02	0.1123	-2.5397964	-0.2851562	281.64	MACO1	macoilin 1
26119	0.999925	8.78e-01	0.4403	0.1535547	0.06760916	369.96	LDLRAP1	low density lipoprotein receptor adaptor protein 1
57190	0.999925	7.36e-02	0.3207	1.7887899	0.5736214	1489.65	SELENON	selenoprotein N
56181	0.999925	6.04e-01	0.2056	0.5192436	0.10674678	492.61	MTFR1L	mitochondrial fission regulator 1 like
646471	0.999925	4.98e-02	0.255	1.9618268	0.50028293	27.29	LOC646471	uncharacterized LOC646471
79000	0.999925	5.24e-01	0.1555	0.6367405	0.09899332	226.8	AUNIP	aurora kinase A and ninein interacting protein
164091	0.999925	9.19e-01	0.5171	-0.1012965	-0.05238036	506.48	PAQR7	progestin and adipoQ receptor family member 7
3925	0.999925	4.89e-01	0.1935	-0.6920033	-0.13390656	3158.6	STMN1	stathmin 1
5051	0.999925	9.78e-01	0.1843	-0.0274872	-0.00506586	192.29	PAFAH2	platelet activating factor acetylhydrolase 2
149420	0.999925	9.73e-01	0.3517	-0.0339412	-0.01193787	83.2	PDIK1L	PDLIM1 interacting kinase 1 like
51042	0.999925	3.55e-01	0.2743	0.9247216	0.25362424	465.45	ZNF593	zinc finger protein 593
10256	0.999925	8.28e-01	0.4492	0.2176344	0.0977646	233.28	CNKSR1	connector enhancer of kinase suppressor of Ras 1
64793	0.999925	7.65e-01	0.1218	-0.2988646	-0.03638688	374.48	CEP85	centrosomal protein 85
83442	0.999925	4.92e-01	0.3282	0.6864427	0.22527229	3087.81	SH3BGRL3	SH3 domain binding glutamate rich protein like 3
91544	0.999925	5.49e-01	0.3382	0.5997418	0.20283636	150.13	UBXN11	UBX domain protein 11
55057	0.999925	4.95e-01	0.5467	-0.6825251	-0.37316088	134.94	CRYBG2	crystallin beta-gamma domain containing 2
79947	0.999925	4.58e-01	0.1737	0.7415768	0.12880719	290.25	DHDDS	dehydrodolichyl diphosphate synthase subunit
3151	0.999925	3.54e-01	0.2484	-0.9261657	-0.23008205	8708.38	HMGN2	high mobility group nucleosomal binding domain 2
6195	0.999925	6.42e-01	0.2256	0.4652999	0.10498832	1137.85	RPS6KA1	ribosomal protein S6 kinase A1
8289	0.999925	2.30e-01	0.2182	1.2006745	0.26196545	1078.2	ARID1A	AT-rich interaction domain 1A
55650	0.999925	6.34e-02	0.1243	1.8566027	0.23082505	738.26	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
84243	0.999925	1.46e-01	0.3785	1.4521808	0.54970607	417.41	ZDHHC18	zinc finger DHHC-type palmitoyltransferase 18
2810	0.999925	3.04e-01	0.265	1.0269791	0.27218745	12267.99	SFN	stratifin
54707	0.999925	7.91e-01	0.1383	0.2644463	0.0365619	332	GPN2	GPN-loop GTPase 2
63906	0.999925	5.34e-01	0.34	-0.6213057	-0.21125461	44.54	GPATCH3	G-patch domain containing 3
10726	0.999925	4.05e-01	0.12	-0.832477	-0.09986063	908.45	NUDC	nuclear distribution C, dynein complex regulator
126695	0.999925	4.45e-01	0.3244	0.7634411	0.24765087	408.97	KDF1	keratinocyte differentiation factor 1
388610	0.999925	6.54e-01	0.704	-0.4479275	-0.31534161	479.02	TRNP1	TMF1 regulated nuclear protein 1
115572	0.999925	1.45e-01	0.6492	-1.458248	-0.946669	181.11	TENT5B	terminal nucleotidyltransferase 5B
6548	0.999925	4.73e-01	0.4104	0.7169492	0.29423574	738.28	SLC9A1	solute carrier family 9 member A1
23038	0.999925	4.57e-01	0.3641	0.7442365	0.27099222	481.16	WDTC1	WD and tetratricopeptide repeats 1
84065	0.999925	4.18e-01	0.297	0.8094045	0.24041104	401.04	TMEM222	transmembrane protein 222
84958	0.999925	5.16e-01	0.2949	0.6498159	0.19165063	223.91	SYTL1	synaptotagmin like 1
9064	0.999925	8.81e-01	0.3845	0.1499583	0.05765331	135.7	MAP3K6	mitogen-activated protein kinase kinase kinase 6
10163	0.999925	2.19e-01	0.326	1.2295561	0.40086347	5216.06	WASF2	WASP family member 2
27245	0.999925	7.53e-01	0.3	0.314179	0.09425219	444.01	AHDC1	AT-hook DNA binding motif containing 1
2537	0.999925	7.14e-01	0.7628	0.3669866	0.27995438	62.53	IFI6	interferon alpha inducible protein 6
199870	0.999925	7.04e-01	0.2644	0.3794779	0.1003305	68.18	FAM76A	family with sequence similarity 76 member A
23673	0.999925	5.72e-01	0.2738	0.564466	0.1545651	557.04	STX12	syntaxin 12
5511	0.999925	7.10e-01	0.0891	-0.3712774	-0.03306781	472.43	PPP1R8	protein phosphatase 1 regulatory subunit 8
9473	0.999925	2.21e-01	0.6334	1.2250954	0.77599084	110.79	THEMIS2	thymocyte selection associated family member 2
6118	0.999925	7.17e-01	0.1708	-0.3624074	-0.06188871	730.12	RPA2	replication protein A2
27293	0.999925	4.86e-01	0.3346	0.6961322	0.23290232	40.71	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B
55113	0.999925	7.71e-01	0.2396	0.2915835	0.06984891	76.87	XKR8	XK related 8
2140	0.999925	9.95e-01	0.2247	0.0067668	0.00152073	482.62	EYA3	EYA transcriptional coactivator and phosphatase 3
5724	0.999925	8.93e-01	0.2278	0.1346779	0.03068472	320.25	PTAFR	platelet activating factor receptor
22826	0.999925	4.57e-01	0.2256	-0.7434221	-0.16768363	1345.22	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8
93974	0.999925	6.22e-02	0.204	-1.865006	-0.38037956	1041.16	ATP5IF1	ATP synthase inhibitory factor subunit 1
83667	0.999925	3.83e-01	0.3901	0.8730692	0.34060588	176.26	SESN2	sestrin 2
54797	0.999925	9.18e-02	0.1524	-1.6860672	-0.25700416	247.46	MED18	mediator complex subunit 18
65979	0.999925	5.88e-01	0.1447	0.5410307	0.07827273	1122.62	PHACTR4	phosphatase and actin regulator 4
1104	0.999925	3.44e-01	0.3485	0.9470546	0.33007264	787.65	RCC1	regulator of chromosome condensation 1
8420	0.999925	6.66e-01	0.3989	-0.4310277	-0.17192068	727.76	SNHG3	small nucleolar RNA host gene 3
6080	0.999925	2.08e-01	0.5341	1.2580658	0.67196773	152.85	SNORA73A	small nucleolar RNA, H/ACA box 73A
26768	0.999925	2.62e-01	0.4838	1.122291	0.5429175	115.47	SNORA73B	small nucleolar RNA, H/ACA box 73B
54952	0.999925	5.38e-01	0.1355	-0.6163286	-0.08351851	456.81	TRNAU1AP	tRNA selenocysteine 1 associated protein 1
85028	0.999925	4.91e-01	0.3558	-0.6887769	-0.24509943	52.25	SNHG12	small nucleolar RNA host gene 12
6883	0.999925	2.74e-01	0.1112	-1.0948097	-0.12173181	363.89	TAF12	TATA-box binding protein associated factor 12
10691	0.999925	9.59e-01	0.4105	0.0515543	0.02116404	155.89	GMEB1	glucocorticoid modulatory element binding protein 1
51441	0.999925	5.67e-01	0.1941	0.5721562	0.11102798	1106.46	YTHDF2	YTH N6-methyladenosine RNA binding protein 2
2035	0.999925	9.39e-01	0.3787	-0.0759414	-0.02875585	473.38	EPB41	erythrocyte membrane protein band 4.1
399474	0.999925	7.14e-01	0.7426	-0.3665799	-0.27220868	50.91	TMEM200B	transmembrane protein 200B
6429	0.999925	3.03e-01	0.0769	1.0289699	0.07908928	1289.93	SRSF4	serine and arginine rich splicing factor 4
51102	0.999925	1.66e-01	0.1975	1.3850461	0.27357574	241.33	MECR	mitochondrial trans-2-enoyl-CoA reductase
10076	0.999925	2.61e-01	0.3248	1.1237708	0.36501408	547.26	PTPRU	protein tyrosine phosphatase receptor type U
9672	0.999925	8.41e-01	1.4148	-0.2000031	-0.28296438	99.79	SDC3	syndecan 3
9698	0.999925	7.67e-01	0.132	0.2966973	0.03916357	2130.93	PUM1	pumilio RNA binding family member 1
9410	0.999925	1.54e-01	0.1748	-1.4238489	-0.24892194	739.3	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40
51538	0.999925	3.23e-01	0.1877	-0.9890101	-0.18566374	326.38	ZCCHC17	zinc finger CCHC-type containing 17
347735	0.999925	1.15e-01	0.3007	1.5780795	0.4744848	3262.25	SERINC2	serine incorporator 2
105378626	0.999925	8.33e-01	0.4172	0.2110548	0.08805789	20.18	LOC105378626	uncharacterized LOC105378626
64129	0.999925	2.66e-02	0.2112	2.2166443	0.46810872	1922.71	TINAGL1	tubulointerstitial nephritis antigen like 1
3061	0.999925	7.24e-01	0.3138	-0.3537692	-0.11102638	41.75	HCRTR1	hypocretin receptor 1
553115	0.999925	9.44e-01	0.1818	-0.0702712	-0.01277839	747.32	PEF1	penta-EF-hand domain containing 1
1307	0.999925	6.36e-01	1.6074	0.4738588	0.76168767	22.89	COL16A1	collagen type XVI alpha 1 chain
90853	0.999925	2.87e-02	0.4261	2.1869043	0.93177463	31.73	SPOCD1	SPOC domain containing 1
8073	0.999925	4.42e-01	0.1522	0.7696362	0.11716051	2605.11	PTP4A2	protein tyrosine phosphatase 4A2
10657	0.999925	4.93e-01	0.1444	0.6856993	0.09898192	1986.73	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1
55116	0.999925	5.83e-02	0.2363	1.893784	0.44756218	388.18	TMEM39B	transmembrane protein 39B
23633	0.999925	5.54e-01	0.1503	0.5912145	0.08888868	2250.18	KPNA6	karyopherin subunit alpha 6
200081	0.999925	5.51e-01	0.236	0.596691	0.14080409	648.78	TXLNA	taxilin alpha
56063	0.999925	9.19e-01	0.2399	0.1015672	0.02437038	56.25	TMEM234	transmembrane protein 234
55721	0.999925	7.49e-01	0.2351	0.3201277	0.07526615	44.14	IQCC	IQ motif containing C
8668	0.999925	9.90e-01	0.1926	-0.0127507	-0.00245567	3809.07	EIF3I	eukaryotic translation initiation factor 3 subunit I
3065	0.999925	1.82e-02	0.0809	-2.3610382	-0.19106858	3479.06	HDAC1	histone deacetylase 1
81629	0.999925	8.06e-01	0.3502	0.2461477	0.08620095	26.93	TSSK3	testis specific serine kinase 3
55108	0.999925	5.90e-01	0.2753	-0.5393136	-0.14848642	502.34	BSDC1	BSD domain containing 1
653121	0.999925	7.04e-01	0.2915	-0.3802277	-0.11082674	139.75	ZBTB8A	zinc finger and BTB domain containing 8A
